CÓDIGO OACI,COMPRIMENTO_MAX,LATITUDE,LONGITUDE
SWYK,4527.55905511811,-17.0625,-56.58361111111111
SWIN,6561.679790026246,-14.24472222222222,-57.992222222222225
SIRN,4757.217847769029,-14.769166666666667,-51.98583333333333
SSHX,4199.475065616798,-23.925,-55.29972222222222
SJYD,4265.09186351706,-11.964722222222221,-61.68666666666666
SNLA,4835.958005249344,-6.564722222222222,-49.725
SNTD,4363.517060367454,-16.584999999999997,-46.50944444444445
SSUK,4330.708661417322,-20.64,-51.47666666666667
SWJU,4265.09186351706,-11.543333333333333,-49.49277777777778
SSHE,5249.343832020997,-13.905833333333334,-60.323055555555555
SDDX,4429.133858267716,-19.884166666666665,-50.504444444444445
SWFA,4265.09186351706,-16.223055555555554,-47.6275
SSAI,5249.343832020997,-14.105,-46.79833333333333
SSQD,4265.09186351706,-13.046944444444444,-52.177499999999995
SSZQ,4757.217847769029,-22.03888888888889,-56.269444444444446
SIIA,4593.175853018372,-11.7,-58.21805555555556
SDPH,5839.89501312336,-12.821944444444444,-50.33222222222223
SWUV,4658.7926509186345,-7.5025,-44.20333333333333
SSFW,4068.241469816273,-13.157222222222222,-41.507222222222225
SJUR,4921.259842519685,-13.468055555555555,-54.09722222222222
SSAD,5905.511811023622,-18.763055555555557,-52.92611111111111
SIOL,5249.343832020997,-19.199722222222224,-52.96888888888889
SWRI,4133.858267716535,-12.157222222222222,-52.2725
SDVX,4101.049868766404,-10.307777777777778,-56.57916666666667
SDQH,4921.259842519685,-10.653333333333334,-58.60277777777778
SJDB,4757.217847769029,-15.055833333333334,-51.36388888888889
SNVH,4691.6010498687665,-16.241944444444446,-57.983333333333334
SDZH,4593.175853018372,-22.890555555555554,-45.49305555555556
SDLU,4593.175853018372,-22.483333333333334,-48.52444444444444
SILO,5249.343832020997,-14.248888888888889,-50.88055555555555
SDWG,6725.7217847769025,-13.059166666666668,-45.132777777777775
SWTG,4921.259842519685,-20.84722222222222,-50.78805555555555
SNJV,5249.343832020997,-15.998333333333333,-43.73833333333334
SWGW,4265.09186351706,-15.438611111111111,-51.598333333333336
SIOT,5085.301837270341,-21.488055555555558,-52.407222222222224
SDAS,4199.475065616798,-21.275277777777777,-51.28333333333333
SWSD,4222.44094488189,-15.616944444444444,-51.81444444444444
SDJQ,4593.175853018372,-20.828333333333333,-51.00805555555556
SNFI,4921.259842519685,-18.3875,-48.861666666666665
SDOB,4068.241469816273,-21.42527777777778,-46.754444444444445
SISD,4589.89501312336,-18.14527777777778,-51.27388888888889
SJCQ,4921.259842519685,-11.935555555555556,-40.04972222222222
SWSG,4921.259842519685,-13.604444444444445,-59.31722222222223
SIMR,4265.09186351706,-17.750833333333333,-51.15611111111111
SNGV,4921.259842519685,-12.726944444444445,-52.384166666666665
SWQL,4068.241469816273,-16.6825,-52.25277777777778
SWTU,4921.259842519685,-13.465277777777777,-58.86638888888889
SDNA,4265.09186351706,-19.671944444444446,-48.99527777777778
SJSH,4396.325459317585,-27.370555555555555,-48.61361111111111
SSFA,4921.259842519685,-25.981666666666666,-51.64083333333333
SJFA,4265.09186351706,-12.916666666666666,-45.722500000000004
SNTG,4924.540682414698,-11.275277777777779,-45.23777777777778
SBIT,5741.4698162729655,-18.445,-49.21416666666667
SBTC,6561.679790026246,-15.353333333333333,-38.99722222222222
SIPE,4701.443569553806,-7.656666666666667,-34.856944444444444
SNXH,4839.238845144357,-4.513055555555556,-44.019999999999996
SJCW,4412.72965879265,-1.712222222222222,-58.51083333333333
SDJR,4921.259842519685,-19.43027777777778,-44.30444444444444
SJOY,4593.175853018372,-25.40111111111111,-49.79944444444444
SJHD,4265.09186351706,-6.831944444444444,-47.81777777777778
SWNB,6561.679790026246,-12.068333333333333,-45.71138888888889
SNMU,4593.175853018372,-18.049444444444447,-39.86333333333334
SSYD,4921.259842519685,-19.198888888888888,-47.72777777777778
SSBY,4593.175853018372,-20.099444444444444,-56.79416666666666
SJRW,5249.343832020997,-19.34111111111111,-52.689722222222215
SJRV,5249.343832020997,-13.387777777777778,-57.6175
SWXE,5249.343832020997,-13.876666666666667,-53.24
SSXO,4399.606299212598,-23.290555555555557,-52.12916666666667
SIFV,5249.343832020997,-19.82638888888889,-40.100833333333334
SWGO,4271.653543307087,-15.343055555555557,-49.13583333333333
SWIY,5052.49343832021,-11.573333333333332,-50.66833333333333
SSDK,4265.09186351706,-20.075833333333332,-44.72833333333333
SNLG,4133.858267716535,-19.398611111111112,-43.74638888888889
SIPK,4921.259842519685,-16.496944444444445,-56.42166666666667
SSXH,5708.6614173228345,-14.258333333333333,-41.82083333333334
SINJ,4429.133858267716,-20.472777777777775,-53.69277777777778
SBTV,4921.259842519685,-16.54138888888889,-39.10805555555556
SNXV,4921.259842519685,-18.762777777777778,-45.11333333333334
SSBZ,4265.09186351706,-22.766111111111112,-41.96555555555556
SBUY,4330.708661417322,-4.883055555555556,-65.35583333333332
SJXC,4593.175853018372,-16.18305555555556,-39.35805555555556
SDGF,4921.259842519685,-21.552500000000002,-54.23361111111111
SDTY,5249.343832020997,-21.39,-48.11388888888889
SSYO,5839.89501312336,-18.98888888888889,-50.56638888888889
SSUT,5249.343832020997,-14.77638888888889,-57.18833333333333
SSAT,4921.259842519685,-17.954722222222223,-46.861111111111114
SJXS,4921.259842519685,-16.104444444444447,-39.36388888888889
SWJP,4921.259842519685,-1.4038888888888887,-69.42361111111111
SNYS,4757.217847769029,-18.222777777777775,-45.995555555555555
SSZD,4593.175853018372,-8.774166666666668,-63.73388888888889
AR-0134,7431.0,-43.533599853515625,-71.48470306396484
AR-0143,5085.0,-34.0013999939,-65.366897583
AR-0333,4429.0,-33.061883,-68.50864399999999
AR-0335,6138.0,-41.8428,-65.0822
AR-0346,4331.0,-30.9575,-61.5283
AR-0382,4111.0,-32.1850013733,-64.4882965088
AR-0462,5905.0,-26.753611,-60.492222
AR-0622,6562.0,-28.795111,-66.914675
BR-0039,4707.0,-18.7872,-50.9365
BR-0353,4921.0,-22.792222,-54.179444
BR-0404,4921.0,-19.430741,-44.304789
CL-SC49,4472.0,-20.734699249267575,-69.62570190429689
CO-0054,8268.0,11.4988,-72.9892
EGYP,8497.0,-51.82279968261719,-58.44720077514648
LCP,5249.0,-38.081902,-70.643898
SA01,5085.0,-25.104999542199998,-66.15720367429999
SA02,7242.0,-26.0561008453,-65.9368972778
SA04,4150.0,-34.1821,-58.2469
SA05,5453.0,-32.6599,-62.702
SA06,4921.0,-35.8283,-60.1467
SA10,4921.0,-26.2959,-59.5353
SA11,6348.0,-27.0722999573,-66.58609771729999
SA13,4593.0,-37.559398651100004,-58.6660003662
SA14,5472.0,-38.2271,-57.8697
SA21,4101.0,-37.8097991943,-67.6593017578
SA23,6070.0,-27.903200149499998,-55.765499115
SA24,5873.0,-23.7819004059,-64.74949646
SA29,6562.0,-39.2863998413,-65.6102981567
SA32,4921.0,-33.6818,-61.9564
SA34,5413.0,-43.2356,-65.3241
SA35,5020.0,-27.6317005157,-66.35079956050001
SA38,5249.0,-38.538898468,-70.337097168
SA39,4050.0,-24.2364997864,-65.2690963745
SA40,5413.0,-31.6028003693,-68.5473022461
SA42,5905.0,-26.673400878900004,-66.0240020752
SA44,5413.0,-27.707899093600002,-67.0951004028
SA45,4921.0,-28.6343994141,-65.1091995239
SA46,6234.0,-27.6422,-67.624702
SAAC,5249.0,-31.2969,-57.9966
SAAG,4364.0,-33.0103,-58.6131
SAAP,6890.0,-31.7948,-60.4804
SAAR,9842.0,-32.9036,-60.785
SAAV,7628.0,-31.7117,-60.8117
SABE,6890.0,-34.5592,-58.4156
SACA,4232.0,-31.4419002533,-64.2582015991
SACO,10499.0,-31.323601,-64.208
SADF,5909.0,-34.4532,-58.5896
SADL,4682.0,-34.9722,-57.8947
SADM,9350.0,-34.6763,-58.6428
SADO,5905.0,-34.5344,-58.6717
SADP,6923.0,-34.6099,-58.6126
SAEZ,10827.0,-34.8222,-58.5358
SAHC,4921.0,-37.444698333699996,-70.2225036621
SAHR,7073.0,-39.0007019043,-67.6204986572
SAHS,4921.0,-37.3905982971,-68.9041976929
SAHZ,7218.0,-38.975497999999995,-70.113602
SAME,9301.0,-32.831699371300004,-68.7929000854
SAMM,8694.0,-35.493598938000005,-69.5743026733
SAMR,6923.0,-34.588299,-68.4039
SANC,9186.0,-28.5956001282,-65.751701355
SANE,7946.0,-27.7655563354,-64.3099975586
SANL,9383.0,-29.381599426300003,-66.7957992554
SANO,6890.0,-29.2238998413,-67.4389038086
SANT,11483.0,-26.8409,-65.104897
SANU,8071.0,-31.571501,-68.418198
SAOC,7431.0,-33.0850982666,-64.2612991333
SAOD,4593.0,-31.945199966399997,-65.1463012695
SAOL,8769.0,-22.1506004333,-65.57749938959999
SAOR,7874.0,-33.729900360100004,-65.3873977661
SAOS,8366.0,-32.3847007751,-65.1865005493
SAOU,9678.0,-33.2732009888,-66.3563995361
SARC,6890.0,-27.4455,-58.7619
SARE,9088.0,-27.45,-59.0561
SARF,5905.0,-26.2127,-58.2281
SARI,10827.0,-25.737301000000002,-54.4734
SARL,7415.0,-29.6894,-57.1521
SARP,7218.0,-27.3858,-55.9707
SASA,9842.0,-24.856000900300003,-65.4861984253
SASJ,9698.0,-24.392799,-65.097801
SASO,4839.0,-23.1527996063,-64.3292007446
SASQ,8858.0,-34.1353988647,-63.362300872799985
SAST,4921.0,-22.619600295999998,-63.7937011719
SATD,4695.0,-26.397499084499998,-54.5746994019
SATG,7415.0,-29.1058,-59.2189
SATO,5905.0,-27.518199920700003,-55.1241989136
SATR,9186.0,-29.2103,-59.68
SATU,7054.0,-29.7706,-57.9789
SAVB,4265.0,-41.9431991577,-71.53230285640001
SAVC,9219.0,-45.7853,-67.4655
SAVE,7874.0,-42.908000946,-71.139503479
SAVH,4593.0,-46.53829956049999,-68.9653015137
SAVJ,6890.0,-41.3208999634,-69.5748977661
SAVN,5905.0,-40.7512,-65.0343
SAVT,8399.0,-43.2105,-65.2703
SAVV,8366.0,-40.8692,-63.0004
SAVY,8202.0,-42.7592,-65.1027
SAWC,8366.0,-50.2803,-72.053101
SAWD,4921.0,-47.7353,-65.9041
SAWE,6562.0,-53.7777,-67.7494
SAWG,11644.0,-51.6089,-69.3126
SAWH,9186.0,-54.8433,-68.2958
SAWJ,6562.0,-49.3068,-67.8026
SAWO,5299.0,-54.8227,-68.3043
SAWP,5577.0,-46.537898999999996,-70.978699
SAWT,6340.0,-51.605,-72.2203
SAWU,6561.0,-50.0165,-68.5792
SAZB,8579.0,-38.725,-62.1693
SAZC,4265.0,-37.446098,-61.889301
SAZF,7218.0,-36.8899993896,-60.216598510699995
SAZG,7710.0,-35.696201324499995,-63.7583007812
SAZL,4921.0,-36.5423,-56.7218
SAZM,7218.0,-37.9342,-57.5733
SAZN,8432.0,-38.949001,-68.15570100000001
SAZO,4921.0,-38.4831,-58.8172
SAZP,4921.0,-35.8446,-61.8576
SAZR,7546.0,-36.588299,-64.27570300000001
SAZS,7703.0,-41.151199,-71.157501
SAZT,8366.0,-37.2374000549,-59.227901458699996
SAZV,5709.0,-37.2354,-57.0292
SAZW,5558.0,-38.939701080300004,-69.2646026611
SAZY,8202.0,-40.075401,-71.137299
SB06,4250.0,-15.8489,-48.982601
SBAF,6565.0,-22.875099,-43.384701
SBAM,5003.0,2.0775099999999997,-50.8582
SBAN,10827.0,-16.2292,-48.964298
SBBQ,5774.0,-21.2672,-43.761101000000004
SBBT,5906.0,-20.584499359131,-48.594100952148
SBBZ,4265.0,-22.770999908447266,-41.96289825439453
SBCC,8527.0,-9.333939552310001,-54.9654006958
SBCM,4882.0,-28.724443435700003,-49.4213905334
SBCO,9026.0,-29.945928000000002,-51.144413
SBCV,5020.0,-17.652299880981,-39.253101348877
SBES,5906.0,-22.81290054321289,-42.09260177612305
SBGU,5315.0,-25.387501,-51.520199
SBLN,5577.0,-21.663999557494996,-49.730499267578004
SBLS,6037.0,-19.66160011291504,-43.896400451660156
SBMC,4183.0,-13.5491,-48.195301
SBMN,7119.0,-3.1460399627685547,-59.98630142211914
SBNT,8530.0,-5.91141986847,-35.2476997375
SBPN,5577.0,-10.719402,-48.3997
SBSC,8986.0,-22.9324,-43.719101
SBST,4560.0,-23.928056716918945,-46.299720764160156
SBTA,6170.0,-23.04010009765625,-45.51599884033203
SBTL,5906.0,-24.317800521850586,-50.6515998840332
SBTR,4921.0,-29.41489982605,-49.810001373290994
SBTS,5249.0,2.2234700000000003,-55.946098
SBYA,5249.0,0.6075000166893,-69.18579864502
SBYS,6923.0,-21.984600067138672,-47.33480072021485
SC1A,10165.0,-20.427099227905273,-69.64150238037111
SCAR,7119.0,-18.348499,-70.338699
SCAS,4167.0,-45.39920043945313,-72.67030334472656
SCAT,7218.0,-27.2611999512,-70.7791976929
SCBA,8205.0,-45.916099548339844,-71.68949890136719
SCBE,5380.0,-22.14109992980957,-70.06289672851561
SCBQ,6024.0,-33.561798095703125,-70.68840026855469
SCCF,9478.0,-22.498199462890625,-68.90360260009766
SCCH,5740.0,-36.58250045776367,-72.03140258789062
SCCI,9154.0,-53.002602,-70.854599
SCCY,5072.0,-45.594200134277344,-72.1061019897461
SCDA,10991.0,-20.535200119018555,-70.18129730224611
SCDW,4905.0,-53.61069869995117,-70.47049713134766
SCEC,4199.0,-29.14489936828613,-70.88780212402344
SCEL,12303.0,-33.393001556396484,-70.78579711914062
SCES,7546.0,-26.31110000610352,-69.76519775390625
SCFA,8527.0,-23.444501000000002,-70.445099
SCFM,8202.0,-53.253700256347656,-70.31919860839844
SCFX,6562.0,-26.29389953613281,-80.09619903564453
SCGE,5577.0,-37.40169906616211,-72.42539978027344
SCGZ,4724.0,-54.93109893798828,-67.62629699707031
SCHA,5446.0,-27.296899795500003,-70.4131011963
SCIE,7540.0,-36.772701,-73.063103
SCIP,10827.0,-27.164800643899998,-109.42199707
SCJO,5578.0,-40.61119842529297,-73.06099700927734
SCKD,4134.0,-40.46780014038086,-72.68499755859375
SCKP,10499.0,-20.7505,-68.683502
SCLL,4624.0,-28.596399307250977,-70.75599670410156
SCNT,5786.0,-51.67150115966797,-72.52839660644531
SCOH,4265.0,-48.46921157836914,-72.56431579589844
SCPC,5576.0,-39.29280090332031,-71.91590118408203
SCPE,6560.0,-22.92169952392578,-68.15840148925781
SCPS,5289.0,-27.351667404174805,-70.58944702148438
SCRG,5414.0,-34.17369842529297,-70.77570343017578
SCSE,6358.0,-29.916201,-71.199501
SCTC,5577.0,-38.766799926758,-72.637100219727
SCTE,8694.0,-41.43889999389648,-73.09400177001953
SCTN,4670.0,-42.93280029296875,-72.6990966796875
SCVD,6870.0,-39.6500015259,-73.08609771729999
SCVL,4101.0,-39.7969017029,-73.24169921880002
SCVM,5760.0,-32.9496,-71.4786
SDAJ,5020.0,-22.5967,-54.0811
SDFA,4593.0,-20.676399,-51.0308
SDKR,4675.0,-15.175000190734865,-59.17111206054688
SDLW,4265.0,-13.446944236755373,-57.78111267089844
SDQZ,4593.0,-15.3972215652,-52.07472229
SDUO,5184.0,-12.175100326538086,-38.38019943237305
SDYF,4265.0,-13.106666564941404,-55.99305725097656
SDYW,4921.0,-23.9414005279541,-48.88180160522461
SDZM,4593.0,-23.9224,-48.818298
SDZS,4265.0,-20.57999992370605,-49.0797004699707
SDZY,8284.0,-21.5130558014,-43.1730575562
SE08,4265.0,-2.0547199249267583,-79.43309783935547
SE09,4265.0,-2.181669950485229,-79.23670196533203
SEAM,6316.0,-1.2120699882507324,-78.57460021972656
SECO,6760.0,-0.4628860056400299,-76.98680114746094
SECU,6234.0,-2.88947,-78.984398
SEGS,7876.0,-0.4537580013275146,-90.26589965820312
SEGU,9154.0,-2.15741991997,-79.88359832760001
SEGZ,6601.0,-3.4232099056243896,-78.56700134277344
SEIB,6365.0,0.33841899037361145,-78.13639831542969
SEII,4921.0,-0.942628026009,-90.95300292969999
SELT,12117.0,-0.906833,-78.615799
SEMC,8202.0,-2.299170017242432,-78.12079620361328
SEMH,5493.0,-3.2689,-79.961601
SEMO,4725.0,-2.0670099258422847,-76.97570037841797
SEMT,9383.0,-0.9460780024528505,-80.67880249023438
SEPC,5255.0,-2.7517199516296387,-78.26360321044922
SEPV,7451.0,-1.0416500568389893,-80.47219848632812
SEQE,4450.0,-0.989400029182434,-79.46510314941406
SERB,5250.0,-1.6534299850463867,-78.65609741210938
SERO,8625.0,-3.441986,-79.996957
SESA,7995.0,-2.20499,-80.988899
SESM,5052.0,-1.5052399635299998,-78.0626983643
SEST,6214.0,-0.910206,-89.617401
SESV,7227.0,-0.6081110239028931,-80.40270233154297
SETA,10015.0,-2.2610399723052983,-79.6801986694336
SETM,6725.0,-3.99589,-79.371902
SETN,7874.0,0.9785190224647522,-79.62660217285156
SETR,5151.0,-0.12295600026845932,-76.33779907226562
SETU,8071.0,0.8095059990882874,-77.70809936523438
SG67,4757.0,-23.21999931335449,-55.95000076293945
SGAS,10997.0,-25.239999771118164,-57.52000045776367
SGAY,6070.0,-27.370554,-56.854064
SGCO,6070.0,-23.442363,-57.427253
SGEN,7218.0,-27.227365999999996,-55.837495
SGES,11154.0,-25.454516,-54.842681999999996
SGIB,4987.0,-25.407519,-54.619377
SGME,11483.0,-22.049999237060547,-60.61999893188477
SGPI,4920.0,-26.881224,-58.318026
SGPJ,5908.0,-22.63999938964844,-55.83000183105469
SGST,5895.0,-22.622754,-56.63450699999999
SIAI,4528.0,-16.23611068725586,-56.91888809204102
SICO,4265.0,-13.319722175598145,-56.04694366455078
SIGO,4593.0,-13.336665,-53.957779
SINV,4528.0,-8.228333473205566,-37.75638961791992
SIUW,4265.0,-20.83919906616211,-52.30160140991211
SIWA,4429.0,-10.748888969421387,-59.36861038208008
SIWG,4593.0,-14.556388854980467,-55.81999969482422
SIWJ,4429.0,-15.528713,-55.141441
SIWM,4101.0,-17.99138832092285,-49.5352783203125
SIWN,4593.0,-17.842777252197266,-49.58194351196289
SIWV,4265.0,-7.8561110496521,-56.71444320678711
SIXP,4921.0,-14.07229995727539,-57.45069885253906
SIYQ,4921.0,-12.791666984558105,-56.49861145019531
SJAX,4462.0,-12.96500015258789,-45.976112365722656
SJFV,4160.0,-18.76000022888184,-48.75527954101562
SJGU,4921.0,-5.6844401359558105,-48.1156005859375
SJHZ,4265.0,-13.245555877685547,-54.03388977050781
SJIZ,4593.0,-15.868888854980467,-59.21888732910156
SJJM,4265.0,-13.532221794128418,-58.76527786254883
SJKA,5528.0,-13.63527774810791,-57.89944458007813
SJNL,4980.0,-13.620278358459473,-57.580833435058594
SJNS,4921.0,-9.225556373596193,-57.022499084472656
SJRB,4593.0,-10.113056182861328,-52.50500106811523
SJRI,4429.0,-8.406389236450195,-45.44138717651367
SJTB,4593.0,-15.46500015258789,-55.62250137329102
SJTC,6890.0,-22.1668591409,-49.0502866745
SJTO,4593.0,-14.14388942718506,-57.780555725097656
SJVP,5249.0,-0.7991669774060001,-60.0838890076
SJWE,4265.0,-13.404722213745115,-52.84833145141602
SJYW,4265.0,-10.33138942718506,-50.94027709960938
SJZM,4429.0,-12.60694408416748,-46.74722290039063
SK53,4198.0,3.88,-73.339996
SKAP,8204.0,4.07607,-73.5627
SKAR,7045.0,4.452780000000001,-75.7664
SKAS,5331.0,0.505228,-76.5008
SKBG,7381.0,7.1265,-73.1848
SKBN,4935.0,10.8879,-72.9004
SKBO,12467.0,4.70159,-74.1469
SKBQ,9842.0,10.8896,-74.7808
SKCC,7700.0,7.927569999999999,-72.5115
SKCG,8530.0,10.4424,-75.513
SKCL,9842.0,3.54322,-76.3816
SKCO,5249.0,1.8144200000000001,-78.7492
SKCV,4396.0,9.40092,-75.6913
SKCZ,4930.0,9.33274,-75.2856
SKEB,4310.0,7.59647,-74.8089
SKEJ,5905.0,7.02433,-73.8068
SKFL,4921.0,1.5891899999999999,-75.5644
SKGB,6233.0,3.45899,-76.4966
SKGI,5249.0,4.2762400000000005,-74.7967
SKGO,7218.0,4.75818,-75.9557
SKGP,4256.0,2.57013,-77.8986
SKGY,5643.0,4.81233,-74.0649
SKIB,5905.0,4.42161,-75.1333
SKIO,4167.0,9.26878,-74.6523
SKIP,5774.0,0.861925,-77.6718
SKLC,7153.0,7.811960000000001,-76.7164
SKLM,4876.0,11.2325,-72.4901
SKLT,6168.0,-4.19355,-69.9432
SKMA,6070.0,4.7278,-74.2754
SKMD,8202.0,6.220549,-75.590582
SKMG,4921.0,9.28474,-74.8461
SKMJ,5300.0,11.3899,-72.23919699999999
SKMP,4068.0,9.25872,-74.438
SKMR,6285.0,8.823739999999999,-75.8258
SKMU,5889.0,1.25366,-70.2339
SKMZ,4835.0,5.0296,-75.4647
SKNV,5880.0,2.95015,-75.294
SKPA,5382.0,5.76454,-73.1054
SKPB,5540.0,12.2215,-71.9848
SKPC,5907.0,6.1847199999999996,-67.4932
SKPD,5910.0,3.85353,-67.9062
SKPE,6627.0,4.81267,-75.7395
SKPI,4912.0,1.8577700000000001,-76.0857
SKPP,6266.0,2.4544,-76.6093
SKPQ,9987.0,5.48361,-74.6574
SKPR,4230.0,6.46034,-74.4105
SKPS,7585.0,1.39625,-77.2915
SKPZ,4935.0,5.87615,-71.8866
SKQU,5905.0,5.21256,-74.8836
SKRG,11483.0,6.164540000000001,-75.4231
SKRH,5413.0,11.5262,-72.926
SKSJ,4897.0,2.5796900000000003,-72.6394
SKSM,5577.0,11.1196,-74.2306
SKSO,6171.0,5.67732,-72.9703
SKSP,7808.0,12.5836,-81.7112
SKSV,4921.0,2.15217,-74.7663
SKTB,4921.0,8.63152,-72.7304
SKTI,9280.0,4.2448,-74.649901
SKTM,6561.0,6.45108,-71.7603
SKTQ,6220.0,0.7459,-75.234
SKUA,6780.0,5.5244800000000005,-68.6856
SKUC,6890.0,7.06888,-70.7369
SKUI,4593.0,5.69076,-76.6412
SKVG,4320.0,0.978767,-76.6056
SKVL,5520.0,5.93904,-74.457
SKVP,6890.0,10.435,-73.2495
SKVV,5616.0,4.16787,-73.6138
SKYP,8448.0,5.31911,-72.384
SLBJ,4921.0,-22.7733001709,-64.31289672850001
SLCB,12460.0,-17.421100616455078,-66.17710113525389
SLCH,4801.0,-16.976834,-65.14556800000001
SLCO,6562.0,-11.0403995514,-68.78299713130001
SLET,9144.0,-17.8115997314,-63.1715011597
SLLP,13123.0,-16.513299942016598,-68.19229888916016
SLOR,8075.0,-17.962600708,-67.0762023926
SLPO,9130.0,-19.543100357100002,-65.72370147710001
SLPS,6562.0,-18.975301,-57.820599
SLSA,5013.0,-13.7622003555,-65.43520355220001
SLSU,9300.0,-19.007099151611328,-65.2886962890625
SLTJ,10007.0,-21.5557003021,-64.7013015747
SLTR,7874.0,-14.8186998367,-64.9179992676
SLVM,4918.0,-21.2551994324,-63.405601501499994
SLVR,11483.0,-17.6448,-63.135399
SLYA,6890.0,-21.960899353027344,-63.65169906616211
SMJP,11417.0,5.4528298378,-55.1878013611
SNAI,4593.0,-9.083610534667967,-45.95055770874024
SNBB,5906.0,-11.954774,-45.723528
SNBC,5085.0,-5.5025,-45.215833
SNBU,5709.0,-14.2554,-41.817501
SNBV,4757.0,-2.5233099460601807,-47.51739883422852
SNEL,6562.0,-2.666944026947021,-54.90055465698242
SNFJ,4265.0,-9.06277847290039,-56.59333419799805
SNGD,5249.0,-6.782219886779785,-43.58219909667969
SNGH,4101.0,-18.70770072937012,-42.83890151977539
SNGJ,4206.0,-5.8002800941467285,-46.1338996887207
SNGX,4856.0,-21.326400756835934,-46.731201171875
SNHP,4265.0,-12.402463912963867,-40.47465515136719
SNJD,4921.0,-12.2003,-38.906799
SNKE,4921.0,-9.31997013092041,-50.32849884033203
SNMI,5741.0,-9.834721565246582,-39.88333129882813
SNMS,4167.0,-21.175800323486328,-46.958900451660156
SNNH,4386.0,-14.298500061035154,-43.79729843139648
SNNT,4921.0,-19.198400497436523,-47.72869873046875
SNOY,4593.0,-7.8765201568603525,-40.09180068969727
SNPE,4921.0,-10.265899658203123,-36.55149841308594
SNPI,4429.0,-13.00059986114502,-41.775001525878906
SNPW,5906.0,-8.833610534667969,-50.00055694580078
SNPX,4856.0,-17.316900253295902,-44.86029815673828
SNPY,5249.0,-20.948200225830078,-46.98320007324219
SNRE,4265.0,-12.682700157165527,-43.871498107910156
SNRH,4101.0,-21.039400100708008,-45.87220001220703
SNRJ,4265.0,-3.6669440269470215,-42.83388900756836
SNSH,4921.0,-2.5744400024414062,-54.73139953613281
SNTP,4265.0,-2.525278091430664,-48.75194549560547
SNTQ,5249.0,-10.724200248718262,-43.654701232910156
SNTT,4921.0,-18.75819969177246,-45.10760116577149
SNTV,4921.0,-15.65530014038086,-41.65409851074219
SNVA,4035.0,-7.987500190734862,-50.63166809082031
SNVI,4593.0,-21.790599822998047,-45.26919937133789
SNXX,7218.0,-5.3841400146484375,-35.52840042114258
SNYH,4593.0,-8.699999809265138,-51.17416763305664
SNYM,5085.0,-16.376388549804688,-45.12305450439453
SOCA,10486.0,4.819809913639999,-52.360401153599994
SPAS,6749.0,-2.79612994194,-76.46659851070001
SPAY,4935.0,-10.7291002274,-73.7665023804
SPBC,5905.0,-3.91686010361,-70.5082015991
SPBR,4429.0,-11.411600112915039,-69.48870086669922
SPCL,9186.0,-8.37794017791748,-74.57430267333984
SPDR,6075.0,-3.8060100078600003,-75.03929901119999
SPEO,5905.0,-9.149609565734863,-78.5238037109375
SPEP,5922.0,-9.7681303024292,-70.70649719238281
SPEQ,5905.0,-17.179000854492188,-70.93080139160156
SPGB,4921.0,-4.031879901885986,-77.75879669189453
SPGP,4219.0,-0.11905600130558015,-75.2479019165039
SPHI,8266.0,-6.787479877471924,-79.8281021118164
SPHO,9186.0,-13.154800415039062,-74.20439910888672
SPHY,8202.0,-13.706399917602539,-73.35040283203125
SPHZ,10007.0,-9.347439765930176,-77.59839630126953
SPIM,11506.0,-12.0219,-77.114305
SPJA,6168.0,-6.067860126495361,-77.16000366210938
SPJE,7874.0,-5.59248,-78.774002
SPJI,6889.0,-7.169099807739258,-76.72859954833984
SPJJ,9220.0,-11.7831001282,-75.47339630130001
SPJL,13779.0,-15.467100143432615,-70.158203125
SPJR,8201.0,-7.1391801834106445,-78.4894027709961
SPLC,13064.0,-16.791500091552734,-71.8865966796875
SPLN,5915.0,-6.39231014251709,-77.5011978149414
SPLO,8202.0,-17.69499969482422,-71.34400177001953
SPLP,8019.0,-12.160699844360002,-76.998901367188
SPME,8202.0,-3.55253005027771,-80.38140106201172
SPMF,5775.0,-11.3254,-74.535598
SPMS,5912.0,-5.893770217895508,-76.11820220947266
SPNC,8202.0,-9.878809928894043,-76.20480346679688
SPPY,6496.0,-6.201809883117676,-77.8561019897461
SPQT,8202.0,-3.7847399711608887,-73.30879974365234
SPQU,9777.0,-16.3411006927,-71.5830993652
SPRU,9920.0,-8.08141040802002,-79.10880279541016
SPSO,9908.0,-13.74489974975586,-76.22029876708984
SPST,8530.0,-6.508739948272705,-76.37319946289062
SPTN,8202.0,-18.0533008575,-70.2758026123
SPTU,11482.0,-12.613599777200001,-69.2285995483
SPUR,8202.0,-5.20574998856,-80.61640167239999
SPYL,8038.0,-4.5766401290894,-81.25409698486301
SPZO,11146.0,-13.535699844400003,-71.9387969971
SSBB,4888.0,-20.674999237060547,-56.62969970703125
SSBJ,4331.0,-28.612777709960934,-50.44944381713867
SSBR,4265.0,-23.07279968261719,-50.42309951782226
SSBV,4265.0,-22.081600189208984,-56.53860092163086
SSDC,4528.0,-26.295834000000003,-53.63065400000001
SSDO,5282.0,-22.2019,-54.926601
SSDW,4921.0,-12.924444198600002,-55.519168853800004
SSFI,6693.0,-22.18819999694824,-55.57780075073242
SSFR,5643.0,-20.27750015258789,-49.190834045410156
SSID,4593.0,-22.279199600219727,-53.38349914550781
